Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,24924,0,0,151315,5,2,0,0,0,17
1,2010-12-02,46039,1,0,151315,3,2,0,0,0,48
1,2010-02-19,41595,0,0,151315,4,2,0,0,0,7
1,2010-02-26,19403,0,0,151315,8,2,0,0,0,8
1,2010-05-03,21827,0,0,151315,8,2,0,0,0,18
1,2010-12-03,21043,0,0,151315,14,2,0,0,0,48
1,2010-03-19,22136,0,0,151315,12,2,0,0,0,11
1,2010-03-26,26229,0,0,151315,10,2,0,0,0,12
1,2010-02-04,57258,0,0,151315,16,2,0,0,0,5
1,2010-09-04,42960,0,0,151315,18,2,0,0,0,35
1,2010-04-16,17596,0,0,151315,19,2,0,0,0,15
1,2010-04-23,16145,0,0,151315,18,2,0,0,0,16
1,2010-04-30,16555,0,0,151315,19,2,0,0,0,17
1,2010-07-05,17413,0,0,151315,22,2,0,0,0,27
1,2010-05-14,18926,0,0,151315,23,2,0,0,0,19
1,2010-05-21,14773,0,0,151315,24,2,0,0,0,20
1,2010-05-28,15580,0,0,151315,26,2,0,0,0,21
1,2010-04-06,17558,0,0,151315,27,2,0,0,0,14
1,2010-11-06,16637,0,0,151315,26,2,0,0,0,44
1,2010-06-18,16216,0,0,151315,28,2,0,0,0,24
1,2010-06-25,16328,0,0,151315,29,2,0,0,0,25
1,2010-02-07,16333,1,0,151315,27,2,0,0,0,5
1,2010-09-07,17688,0,0,151315,26,2,0,0,0,36
1,2010-07-16,17150,0,0,151315,28,2,0,0,0,28
1,2010-07-23,15360,0,0,151315,28,2,0,0,0,29
1,2010-07-30,15381,0,0,151315,27,2,0,0,0,30
1,2010-06-08,17508,0,0,151315,30,2,0,0,0,23
1,2010-08-13,15536,0,0,151315,30,2,0,0,0,32
1,2010-08-20,15740,0,0,151315,30,2,0,0,0,33
1,2010-08-27,15793,0,0,151315,29,2,0,0,0,34
1,2010-03-09,16241,0,0,151315,27,2,0,0,0,10
1,2010-10-09,18194,1,0,151315,25,2,0,0,0,40
1,2010-09-17,19354,0,0,151315,27,2,0,0,0,37
1,2010-09-24,18122,0,0,151315,27,2,0,0,0,38
1,2010-01-10,20094,0,0,151315,22,2,0,0,0,1
1,2010-08-10,23388,0,0,151315,17,2,0,0,0,32
1,2010-10-15,26978,0,0,151315,19,2,0,0,0,41
1,2010-10-22,25543,0,0,151315,21,2,0,0,0,42
1,2010-10-29,38640,0,0,151315,20,2,0,0,0,43
1,2010-05-11,34238,0,0,151315,14,2,0,0,0,19
1,2010-12-11,19549,0,0,151315,15,2,0,0,0,49
1,2010-11-19,19552,0,0,151315,10,2,0,0,0,46
1,2010-11-26,18820,1,0,151315,18,2,0,0,0,47
1,2010-03-12,22517,0,0,151315,9,2,0,0,0,10
1,2010-10-12,31497,0,0,151315,7,2,0,0,0,41
1,2010-12-17,44912,0,0,151315,9,2,0,0,0,50
1,2010-12-24,55931,0,0,151315,11,2,0,0,0,51
1,2010-12-31,19124,1,0,151315,9,2,0,0,0,52
1,2011-07-01,15984,0,0,151315,9,2,0,0,0,26
1,2011-01-14,17359,0,0,151315,1,2,0,0,0,2
1,2011-01-21,17341,0,0,151315,6,3,0,0,0,3
1,2011-01-28,18461,0,0,151315,6,3,0,0,0,4
1,2011-04-02,21665,0,0,151315,5,2,0,0,0,13
1,2011-11-02,37887,1,0,151315,2,3,0,0,0,44
1,2011-02-18,46845,0,0,151315,14,3,0,0,0,7
1,2011-02-25,19363,0,0,151315,17,3,0,0,0,8
1,2011-04-03,20327,0,0,151315,15,3,0,0,0,13
1,2011-11-03,21280,0,0,151315,11,3,0,0,0,44
1,2011-03-18,20334,0,0,151315,17,3,0,0,0,11
1,2011-03-25,20881,0,0,151315,21,3,0,0,0,12
1,2011-01-04,20398,0,0,151315,15,3,0,0,0,1
1,2011-08-04,23873,0,0,151315,19,3,0,0,0,31
1,2011-04-15,28762,0,0,151315,21,3,0,0,0,15
1,2011-04-22,50510,0,0,151315,22,3,0,0,0,16
1,2011-04-29,41512,0,0,151315,22,3,0,0,0,17
1,2011-06-05,20138,0,0,151315,18,3,0,0,0,22
1,2011-05-13,17235,0,0,151315,24,3,0,0,0,19
1,2011-05-20,15136,0,0,151315,19,3,0,0,0,20
1,2011-05-27,15741,0,0,151315,25,3,0,0,0,21
1,2011-03-06,16434,0,0,151315,28,3,0,0,0,9
1,2011-10-06,15883,0,0,151315,28,3,0,0,0,40
1,2011-06-17,14978,0,0,151315,30,3,0,0,0,24
1,2011-06-24,15682,0,0,151315,28,3,0,0,0,25
1,2011-01-07,15363,0,0,151315,29,3,0,0,0,1
1,2011-08-07,16148,0,0,151315,29,3,0,0,0,31
1,2011-07-15,15654,0,0,151315,31,3,0,0,0,28
1,2011-07-22,15766,0,0,151315,29,3,0,0,0,29
1,2011-07-29,15922,0,0,151315,30,3,0,0,0,30
1,2011-05-08,15295,0,0,151315,33,3,0,0,0,18
1,2011-12-08,14539,0,0,151315,32,3,0,0,0,49
1,2011-08-19,14689,0,0,151315,32,3,0,0,0,33
1,2011-08-26,14537,0,0,151315,31,3,0,0,0,34
1,2011-02-09,15277,0,0,151315,31,3,0,0,0,6
1,2011-09-09,17746,1,0,151315,24,3,0,0,0,36
1,2011-09-16,18535,0,0,151315,26,3,0,0,0,37
1,2011-09-23,17859,0,0,151315,24,3,0,0,0,38
1,2011-09-30,18337,0,0,151315,26,3,0,0,0,39
1,2011-07-10,20797,0,0,151315,20,3,0,0,0,27
1,2011-10-14,23077,0,0,151315,22,3,0,0,0,41
1,2011-10-21,23351,0,0,151315,17,3,0,0,0,42
1,2011-10-28,31579,0,0,151315,19,3,0,0,0,43
1,2011-04-11,39886,0,0,151315,12,3,0,0,0,15
1,2011-11-11,18689,0,0,151315,15,3,6115,215,2406,45
1,2011-11-18,19050,0,0,151315,16,3,254,51,427,46
1,2011-11-25,20911,1,0,151315,15,3,98,55805,8,47
1,2011-02-12,25293,0,0,151315,9,3,68,1398,2084,6
1,2011-09-12,33305,0,0,151315,6,3,19,105,3639,37
1,2011-12-16,45773,0,0,151315,10,3,67,347,225,50
1,2011-12-23,46788,0,0,151315,8,3,40,634,24,51
1,2011-12-30,23350,1,0,151315,6,3,46011,260,983,52
1,2012-06-01,16567,0,0,151315,9,3,21813,143,1450,22
1,2012-01-13,16894,0,0,151315,9,3,8025,42,453,2
1,2012-01-20,18365,0,0,151315,12,3,2807,33,500,3
1,2012-01-27,18378,0,0,151315,12,3,1082,44,11,4
1,2012-03-02,23510,0,0,151315,13,3,3579,160,32403,9
1,2012-10-02,36988,1,0,151315,8,3,6927,101,8471,40
1,2012-02-17,54060,0,0,151315,7,3,11062,9,8409,7
1,2012-02-24,20124,0,0,151315,14,3,7556,3,1219,8
1,2012-02-03,20113,0,0,151315,16,3,1569,10,25390,5
1,2012-09-03,21140,1,0,151315,14,3,151,6,671,36
1,2012-03-16,22366,0,0,151315,18,3,7,2,2724,11
1,2012-03-23,22107,0,0,151315,18,3,9,4,426,12
1,2012-03-30,28952,0,0,151315,19,3,0,10,1654,13
1,2012-06-04,57592,0,0,151315,21,3,0,77,3750,23
1,2012-04-13,34684,0,0,151315,20,3,3288,17,1822,15
1,2012-04-20,16976,0,0,151315,19,3,612,19,275,16
1,2012-04-27,16347,0,0,151315,19,3,0,35,577,17
1,2012-04-05,17147,0,0,151315,24,3,0,69,4977,14
1,2012-11-05,18164,0,0,151315,23,3,0,10,2443,45
1,2012-05-18,18517,0,0,151315,21,3,0,45,1675,20
1,2012-05-25,16963,0,0,151315,25,3,0,745,1429,21
1,2012-01-06,16065,0,0,151315,25,3,12,370,148,1
1,2012-08-06,17666,0,0,151315,25,3,116,64,2652,32
1,2012-06-15,17558,0,0,151315,26,3,109,0,2420,24
1,2012-06-22,16633,0,0,151315,25,3,171,3,2524,25
1,2012-06-29,15722,0,0,151315,29,3,161,0,435,26
1,2012-06-07,17823,0,0,151315,27,3,94,192,4066,23
1,2012-07-13,16566,0,0,151315,25,3,45,36,3909,28
1,2012-07-20,16348,0,0,151315,26,3,313,9,2262,29
1,2012-07-27,15731,0,0,151315,28,3,389,1,10267,30
1,2012-03-08,16628,0,0,151315,30,3,119,30,12007,10
1,2012-10-08,16119,0,0,151315,29,3,245,6,6964,41
1,2012-08-17,17330,0,0,151315,29,3,137,4,2752,33
1,2012-08-24,16286,0,0,151315,25,3,260,2,3463,34
1,2012-08-31,16680,0,0,151315,26,3,102,21,13209,35
1,2012-07-09,18322,1,0,151315,28,3,35,50,4120,28
1,2012-09-14,19616,0,0,151315,23,3,7,18,1523,37
1,2012-09-21,19251,0,0,151315,21,3,7,4,1010,38
1,2012-09-28,18947,0,0,151315,24,3,7,1,1417,39
1,2012-05-10,21904,0,0,151315,20,3,0,18,3617,19
1,2012-12-10,22764,0,0,151315,17,3,0,8,602,50
1,2012-10-19,24185,0,0,151315,19,3,0,4,80,42
1,2012-10-26,27390,0,0,151315,20,3,31,6,1057,43
2,2010-05-02,50605,0,0,151315,5,2,0,0,0,17
2,2010-12-02,44682,1,0,151315,3,2,0,0,0,48
2,2010-02-19,47928,0,0,151315,4,2,0,0,0,7
2,2010-02-26,44292,0,0,151315,8,2,0,0,0,8
2,2010-05-03,48397,0,0,151315,8,2,0,0,0,18
2,2010-12-03,43751,0,0,151315,14,2,0,0,0,48
2,2010-03-19,43615,0,0,151315,12,2,0,0,0,11
2,2010-03-26,41892,0,0,151315,10,2,0,0,0,12
2,2010-02-04,47450,0,0,151315,16,2,0,0,0,5
