Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,12861,0,1,125833,3,2,0,0,0,17
1,2010-12-02,20273,1,1,125833,2,2,0,0,0,48
1,2010-02-19,14819,0,1,125833,6,2,0,0,0,7
1,2010-02-26,10530,0,1,125833,6,2,0,0,0,8
1,2010-05-03,10438,0,1,125833,9,2,0,0,0,18
1,2010-12-03,11004,0,1,125833,13,2,0,0,0,48
1,2010-03-19,9813,0,1,125833,11,2,0,0,0,11
1,2010-03-26,11402,0,1,125833,10,2,0,0,0,12
1,2010-02-04,24205,0,1,125833,18,2,0,0,0,5
1,2010-09-04,13421,0,1,125833,18,2,0,0,0,35
1,2010-04-16,8926,0,1,125833,18,2,0,0,0,15
1,2010-04-23,8462,0,1,125833,16,2,0,0,0,16
1,2010-04-30,8723,0,1,125833,18,2,0,0,0,17
1,2010-07-05,10088,0,1,125833,20,2,0,0,0,27
1,2010-05-14,9527,0,1,125833,21,2,0,0,0,19
1,2010-05-21,8969,0,1,125833,21,2,0,0,0,20
1,2010-05-28,8674,0,1,125833,25,2,0,0,0,21
1,2010-04-06,9505,0,1,125833,26,2,0,0,0,14
1,2010-11-06,9236,0,1,125833,28,2,0,0,0,44
1,2010-06-18,9540,0,1,125833,28,2,0,0,0,24
1,2010-06-25,9159,0,1,125833,29,2,0,0,0,25
1,2010-02-07,11305,1,1,125833,25,2,0,0,0,5
1,2010-09-07,9840,0,1,125833,25,2,0,0,0,36
1,2010-07-16,8575,0,1,125833,28,2,0,0,0,28
1,2010-07-23,7983,0,1,125833,29,2,0,0,0,29
1,2010-07-30,9398,0,1,125833,26,2,0,0,0,30
1,2010-06-08,8888,0,1,125833,30,2,0,0,0,23
1,2010-08-13,8233,0,1,125833,30,2,0,0,0,32
1,2010-08-20,8233,0,1,125833,30,2,0,0,0,33
1,2010-08-27,8911,0,1,125833,28,2,0,0,0,34
1,2010-03-09,9420,0,1,125833,28,2,0,0,0,10
1,2010-10-09,9883,1,1,125833,25,2,0,0,0,40
1,2010-09-17,10705,0,1,125833,27,2,0,0,0,37
1,2010-09-24,10713,0,1,125833,25,2,0,0,0,38
1,2010-01-10,11978,0,1,125833,20,2,0,0,0,1
1,2010-08-10,13152,0,1,125833,18,2,0,0,0,32
1,2010-10-15,12164,0,1,125833,19,2,0,0,0,41
1,2010-10-22,12955,0,1,125833,21,2,0,0,0,42
1,2010-10-29,22080,0,1,125833,18,2,0,0,0,43
1,2010-05-11,18538,0,1,125833,14,2,0,0,0,19
1,2010-12-11,11328,0,1,125833,16,2,0,0,0,49
1,2010-11-19,9203,0,1,125833,9,2,0,0,0,46
1,2010-11-26,10780,1,1,125833,15,2,0,0,0,47
1,2010-03-12,13042,0,1,125833,9,2,0,0,0,10
1,2010-10-12,15836,0,1,125833,7,2,0,0,0,41
1,2010-12-17,22137,0,1,125833,9,2,0,0,0,50
1,2010-12-24,21230,0,1,125833,10,2,0,0,0,51
1,2010-12-31,7820,1,1,125833,7,2,0,0,0,52
1,2011-07-01,8365,0,1,125833,5,2,0,0,0,26
1,2011-01-14,9049,0,1,125833,2,2,0,0,0,2
1,2011-01-21,10042,0,1,125833,7,3,0,0,0,3
1,2011-01-28,10534,0,1,125833,6,3,0,0,0,4
1,2011-04-02,12386,0,1,125833,0,2,0,0,0,13
1,2011-11-02,17609,1,1,125833,1,3,0,0,0,44
1,2011-02-18,19262,0,1,125833,14,3,0,0,0,7
1,2011-02-25,8805,0,1,125833,15,3,0,0,0,8
1,2011-04-03,9177,0,1,125833,15,3,0,0,0,13
1,2011-11-03,9588,0,1,125833,12,3,0,0,0,44
1,2011-03-18,9387,0,1,125833,17,3,0,0,0,11
1,2011-03-25,9909,0,1,125833,20,3,0,0,0,12
1,2011-01-04,10393,0,1,125833,13,3,0,0,0,1
1,2011-08-04,11515,0,1,125833,21,3,0,0,0,31
1,2011-04-15,13693,0,1,125833,22,3,0,0,0,15
1,2011-04-22,24940,0,1,125833,22,3,0,0,0,16
1,2011-04-29,17649,0,1,125833,21,3,0,0,0,17
1,2011-06-05,10231,0,1,125833,16,3,0,0,0,22
1,2011-05-13,8721,0,1,125833,25,3,0,0,0,19
1,2011-05-20,8497,0,1,125833,21,3,0,0,0,20
1,2011-05-27,8687,0,1,125833,26,3,0,0,0,21
1,2011-03-06,9240,0,1,125833,29,3,0,0,0,9
1,2011-10-06,8963,0,1,125833,29,3,0,0,0,40
1,2011-06-17,8638,0,1,125833,31,3,0,0,0,24
1,2011-06-24,8651,0,1,125833,30,3,0,0,0,25
1,2011-01-07,9817,0,1,125833,31,3,0,0,0,1
1,2011-08-07,10512,0,1,125833,31,3,0,0,0,31
1,2011-07-15,8752,0,1,125833,32,3,0,0,0,28
1,2011-07-22,8517,0,1,125833,31,3,0,0,0,29
1,2011-07-29,8411,0,1,125833,32,3,0,0,0,30
1,2011-05-08,9174,0,1,125833,33,3,0,0,0,18
1,2011-12-08,7789,0,1,125833,33,3,0,0,0,49
1,2011-08-19,8778,0,1,125833,29,3,0,0,0,33
1,2011-08-26,9292,0,1,125833,31,3,0,0,0,34
1,2011-02-09,8735,0,1,125833,31,3,0,0,0,6
1,2011-09-09,10245,1,1,125833,24,3,0,0,0,36
1,2011-09-16,11039,0,1,125833,25,3,0,0,0,37
1,2011-09-23,10428,0,1,125833,23,3,0,0,0,38
1,2011-09-30,10856,0,1,125833,25,3,0,0,0,39
1,2011-07-10,11670,0,1,125833,22,3,0,0,0,27
1,2011-10-14,12539,0,1,125833,19,3,0,0,0,41
1,2011-10-21,13183,0,1,125833,18,3,0,0,0,42
1,2011-10-28,17950,0,1,125833,17,3,0,0,0,43
1,2011-04-11,23967,0,1,125833,12,3,0,0,0,15
1,2011-11-11,10794,0,1,125833,14,3,1645,63,1580,45
1,2011-11-18,10466,0,1,125833,14,3,2,21,1639,46
1,2011-11-25,12319,1,1,125833,12,3,0,44061,247,47
1,2011-02-12,13268,0,1,125833,8,3,0,1330,643,6
1,2011-09-12,16352,0,1,125833,3,3,0,248,822,37
1,2011-12-16,21614,0,1,125833,8,3,0,136,384,50
1,2011-12-23,26975,0,1,125833,6,3,0,318,17,51
1,2011-12-30,11010,1,1,125833,6,3,14481,44,237,52
1,2012-06-01,9076,0,1,125833,8,3,6203,11,3743,22
1,2012-01-13,9902,0,1,125833,5,3,2959,0,129,2
1,2012-01-20,9231,0,1,125833,10,3,234,0,117,3
1,2012-01-27,10654,0,1,125833,9,3,283,0,22,4
1,2012-03-02,11937,0,1,125833,12,3,527,4,9955,9
1,2012-10-02,16209,1,1,125833,6,3,1595,1,4740,40
1,2012-02-17,25676,0,1,125833,6,3,5448,6,945,7
1,2012-02-24,10386,0,1,125833,12,3,4010,1,586,8
1,2012-02-03,11109,0,1,125833,14,3,154,0,3557,5
1,2012-09-03,11204,1,1,125833,12,3,96,17,990,36
1,2012-03-16,11093,0,1,125833,15,3,1,7,436,11
1,2012-03-23,11993,0,1,125833,14,3,1,0,414,12
