Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,6453,0,1,37392,7,2,0,0,0,17
1,2010-12-02,12748,1,1,37392,8,2,0,0,0,48
1,2010-02-19,8918,0,1,37392,8,2,0,0,0,7
1,2010-02-26,4992,0,1,37392,11,2,0,0,0,8
1,2010-05-03,5172,0,1,37392,11,2,0,0,0,18
1,2010-12-03,5540,0,1,37392,17,2,0,0,0,48
1,2010-03-19,5118,0,1,37392,15,2,0,0,0,11
1,2010-03-26,6620,0,1,37392,13,2,0,0,0,12
1,2010-02-04,16399,0,1,37392,18,2,0,0,0,5
1,2010-09-04,8316,0,1,37392,20,2,0,0,0,35
1,2010-04-16,4061,0,1,37392,19,2,0,0,0,15
1,2010-04-23,4417,0,1,37392,19,2,0,0,0,16
1,2010-04-30,4159,0,1,37392,21,2,0,0,0,17
1,2010-07-05,4756,0,1,37392,23,2,0,0,0,27
1,2010-05-14,4771,0,1,37392,25,2,0,0,0,19
1,2010-05-21,4444,0,1,37392,24,2,0,0,0,20
1,2010-05-28,4204,0,1,37392,25,2,0,0,0,21
1,2010-04-06,5020,0,1,37392,25,2,0,0,0,14
1,2010-11-06,4726,0,1,37392,27,2,0,0,0,44
1,2010-06-18,4444,0,1,37392,28,2,0,0,0,24
1,2010-06-25,4377,0,1,37392,28,2,0,0,0,25
1,2010-02-07,4238,1,1,37392,27,2,0,0,0,5
1,2010-09-07,4544,0,1,37392,27,2,0,0,0,36
1,2010-07-16,3440,0,1,37392,29,2,0,0,0,28
1,2010-07-23,3874,0,1,37392,28,2,0,0,0,29
1,2010-07-30,4205,0,1,37392,27,2,0,0,0,30
1,2010-06-08,3552,0,1,37392,29,2,0,0,0,23
1,2010-08-13,3930,0,1,37392,30,2,0,0,0,32
1,2010-08-20,4136,0,1,37392,31,2,0,0,0,33
1,2010-08-27,3917,0,1,37392,30,2,0,0,0,34
1,2010-03-09,4923,0,1,37392,28,2,0,0,0,10
1,2010-10-09,5184,1,1,37392,27,2,0,0,0,40
1,2010-09-17,5833,0,1,37392,27,2,0,0,0,37
1,2010-09-24,5855,0,1,37392,24,2,0,0,0,38
1,2010-01-10,5617,0,1,37392,23,2,0,0,0,1
1,2010-08-10,6848,0,1,37392,19,2,0,0,0,32
1,2010-10-15,7157,0,1,37392,20,2,0,0,0,41
1,2010-10-22,7665,0,1,37392,22,2,0,0,0,42
1,2010-10-29,11645,0,1,37392,22,2,0,0,0,43
1,2010-05-11,14326,0,1,37392,17,2,0,0,0,19
1,2010-12-11,5003,0,1,37392,17,2,0,0,0,49
1,2010-11-19,5848,0,1,37392,14,2,0,0,0,46
1,2010-11-26,5111,1,1,37392,20,2,0,0,0,47
1,2010-03-12,7442,0,1,37392,12,2,0,0,0,10
1,2010-10-12,9361,0,1,37392,10,2,0,0,0,41
1,2010-12-17,14138,0,1,37392,11,2,0,0,0,50
1,2010-12-24,12351,0,1,37392,13,2,0,0,0,51
1,2010-12-31,5375,1,1,37392,11,2,0,0,0,52
1,2011-07-01,4150,0,1,37392,11,2,0,0,0,26
1,2011-01-14,5938,0,1,37392,7,2,0,0,0,2
1,2011-01-21,5514,0,1,37392,10,3,0,0,0,3
1,2011-01-28,5934,0,1,37392,9,3,0,0,0,4
1,2011-04-02,7522,0,1,37392,7,2,0,0,0,13
1,2011-11-02,11283,1,1,37392,6,3,0,0,0,44
1,2011-02-18,15348,0,1,37392,16,3,0,0,0,7
1,2011-02-25,4896,0,1,37392,19,3,0,0,0,8
1,2011-04-03,6673,0,1,37392,18,3,0,0,0,13
1,2011-11-03,6440,0,1,37392,16,3,0,0,0,44
