Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,38724,0,0,205863,6,2,0,0,0,17
1,2010-12-02,69872,1,0,205863,-1,2,0,0,0,48
1,2010-02-19,49937,0,0,205863,2,2,0,0,0,7
1,2010-02-26,30107,0,0,205863,5,2,0,0,0,8
1,2010-05-03,31580,0,0,205863,6,2,0,0,0,18
1,2010-12-03,29452,0,0,205863,9,2,0,0,0,48
1,2010-03-19,30853,0,0,205863,12,2,0,0,0,11
1,2010-03-26,33401,0,0,205863,4,2,0,0,0,12
1,2010-02-04,75535,0,0,205863,9,2,0,0,0,5
1,2010-09-04,56416,0,0,205863,12,2,0,0,0,35
1,2010-04-16,27744,0,0,205863,13,2,0,0,0,15
1,2010-04-23,23961,0,0,205863,13,2,0,0,0,16
1,2010-04-30,25076,0,0,205863,11,2,0,0,0,17
1,2010-07-05,27453,0,0,205863,13,2,0,0,0,27
1,2010-05-14,27649,0,0,205863,16,2,0,0,0,19
1,2010-05-21,27138,0,0,205863,19,2,0,0,0,20
1,2010-05-28,25405,0,0,205863,19,2,0,0,0,21
1,2010-04-06,25702,0,0,205863,21,2,0,0,0,14
1,2010-11-06,26962,0,0,205863,25,2,0,0,0,44
1,2010-06-18,26832,0,0,205863,27,2,0,0,0,24
1,2010-06-25,25940,0,0,205863,27,2,0,0,0,25
1,2010-02-07,27310,1,0,205863,23,2,0,0,0,5
1,2010-09-07,26687,0,0,205863,26,2,0,0,0,36
1,2010-07-16,27218,0,0,205863,25,2,0,0,0,28
1,2010-07-23,27561,0,0,205863,26,2,0,0,0,29
1,2010-07-30,27493,0,0,205863,27,2,0,0,0,30
1,2010-06-08,24769,0,0,205863,24,2,0,0,0,23
1,2010-08-13,27058,0,0,205863,25,2,0,0,0,32
1,2010-08-20,27077,0,0,205863,26,2,0,0,0,33
1,2010-08-27,28044,0,0,205863,23,2,0,0,0,34
1,2010-03-09,34713,0,0,205863,24,2,0,0,0,10
1,2010-10-09,33641,1,0,205863,23,2,0,0,0,40
1,2010-09-17,33298,0,0,205863,18,2,0,0,0,37
1,2010-09-24,32211,0,0,205863,16,2,0,0,0,38
1,2010-01-10,36486,0,0,205863,17,2,0,0,0,1
1,2010-08-10,37119,0,0,205863,19,2,0,0,0,32
1,2010-10-15,42167,0,0,205863,16,2,0,0,0,41
1,2010-10-22,51673,0,0,205863,17,2,0,0,0,42
1,2010-10-29,77397,0,0,205863,13,2,0,0,0,43
1,2010-05-11,48727,0,0,205863,10,2,0,0,0,19
1,2010-12-11,29630,0,0,205863,11,2,0,0,0,49
1,2010-11-19,32392,0,0,205863,8,2,0,0,0,46
1,2010-11-26,30958,1,0,205863,8,2,0,0,0,47
1,2010-03-12,36639,0,0,205863,7,2,0,0,0,10
1,2010-10-12,49875,0,0,205863,5,2,0,0,0,41
1,2010-12-17,74389,0,0,205863,8,2,0,0,0,50
1,2010-12-24,91216,0,0,205863,6,2,0,0,0,51
1,2010-12-31,28449,1,0,205863,3,2,0,0,0,52
1,2011-07-01,25293,0,0,205863,4,2,0,0,0,26
1,2011-01-14,27985,0,0,205863,0,2,0,0,0,2
1,2011-01-21,29835,0,0,205863,3,3,0,0,0,3
1,2011-01-28,30977,0,0,205863,4,3,0,0,0,4
1,2011-04-02,34778,0,0,205863,1,2,0,0,0,13
1,2011-11-02,57504,1,0,205863,0,3,0,0,0,44
1,2011-02-18,62481,0,0,205863,8,3,0,0,0,7
1,2011-02-25,26289,0,0,205863,9,3,0,0,0,8
1,2011-04-03,26562,0,0,205863,8,3,0,0,0,13
1,2011-11-03,31284,0,0,205863,10,3,0,0,0,44
1,2011-03-18,32981,0,0,205863,11,3,0,0,0,11
1,2011-03-25,32193,0,0,205863,15,3,0,0,0,12
1,2011-01-04,33809,0,0,205863,13,3,0,0,0,1
1,2011-08-04,36416,0,0,205863,17,3,0,0,0,31
1,2011-04-15,44011,0,0,205863,16,3,0,0,0,15
1,2011-04-22,83445,0,0,205863,20,3,0,0,0,16
1,2011-04-29,50759,0,0,205863,17,3,0,0,0,17
1,2011-06-05,25494,0,0,205863,17,3,0,0,0,22
1,2011-05-13,27189,0,0,205863,21,3,0,0,0,19
1,2011-05-20,25198,0,0,205863,21,3,0,0,0,20
1,2011-05-27,25035,0,0,205863,23,3,0,0,0,21
1,2011-03-06,25401,0,0,205863,25,3,0,0,0,9
1,2011-10-06,24726,0,0,205863,26,3,0,0,0,40
1,2011-06-17,27152,0,0,205863,28,3,0,0,0,24
1,2011-06-24,26859,0,0,205863,27,3,0,0,0,25
1,2011-01-07,25369,0,0,205863,29,3,0,0,0,1
