Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,9323,0,1,34875,4,2,0,0,0,17
1,2010-12-02,16861,1,1,34875,4,2,0,0,0,48
1,2010-02-19,11417,0,1,34875,5,2,0,0,0,7
1,2010-02-26,7168,0,1,34875,8,2,0,0,0,8
1,2010-05-03,8344,0,1,34875,9,2,0,0,0,18
1,2010-12-03,7531,0,1,34875,14,2,0,0,0,48
1,2010-03-19,8719,0,1,34875,13,2,0,0,0,11
1,2010-03-26,9945,0,1,34875,11,2,0,0,0,12
1,2010-02-04,21113,0,1,34875,17,2,0,0,0,5
1,2010-09-04,15310,0,1,34875,18,2,0,0,0,35
1,2010-04-16,6815,0,1,34875,18,2,0,0,0,15
1,2010-04-23,7178,0,1,34875,18,2,0,0,0,16
1,2010-04-30,7582,0,1,34875,19,2,0,0,0,17
1,2010-07-05,7515,0,1,34875,21,2,0,0,0,27
1,2010-05-14,7575,0,1,34875,23,2,0,0,0,19
1,2010-05-21,7566,0,1,34875,24,2,0,0,0,20
1,2010-05-28,7869,0,1,34875,26,2,0,0,0,21
1,2010-04-06,7760,0,1,34875,26,2,0,0,0,14
1,2010-11-06,7744,0,1,34875,27,2,0,0,0,44
1,2010-06-18,7347,0,1,34875,28,2,0,0,0,24
1,2010-06-25,7301,0,1,34875,28,2,0,0,0,25
1,2010-02-07,8003,1,1,34875,27,2,0,0,0,5
1,2010-09-07,7089,0,1,34875,27,2,0,0,0,36
1,2010-07-16,7755,0,1,34875,28,2,0,0,0,28
1,2010-07-23,7045,0,1,34875,28,2,0,0,0,29
1,2010-07-30,6937,0,1,34875,28,2,0,0,0,30
1,2010-06-08,7148,0,1,34875,30,2,0,0,0,23
1,2010-08-13,6694,0,1,34875,30,2,0,0,0,32
1,2010-08-20,7589,0,1,34875,30,2,0,0,0,33
1,2010-08-27,7521,0,1,34875,30,2,0,0,0,34
1,2010-03-09,8196,0,1,34875,28,2,0,0,0,10
1,2010-10-09,8886,1,1,34875,26,2,0,0,0,40
1,2010-09-17,8103,0,1,34875,27,2,0,0,0,37
1,2010-09-24,8277,0,1,34875,25,2,0,0,0,38
1,2010-01-10,8588,0,1,34875,21,2,0,0,0,1
1,2010-08-10,9312,0,1,34875,18,2,0,0,0,32
1,2010-10-15,9582,0,1,34875,20,2,0,0,0,41
1,2010-10-22,10069,0,1,34875,21,2,0,0,0,42
1,2010-10-29,12061,0,1,34875,21,2,0,0,0,43
1,2010-05-11,11137,0,1,34875,14,2,0,0,0,19
1,2010-12-11,8743,0,1,34875,16,2,0,0,0,49
1,2010-11-19,8369,0,1,34875,11,2,0,0,0,46
1,2010-11-26,9369,1,1,34875,18,2,0,0,0,47
1,2010-03-12,10929,0,1,34875,10,2,0,0,0,10
1,2010-10-12,12164,0,1,34875,9,2,0,0,0,41
1,2010-12-17,13563,0,1,34875,10,2,0,0,0,50
1,2010-12-24,14904,0,1,34875,12,2,0,0,0,51
1,2010-12-31,6785,1,1,34875,9,2,0,0,0,52
1,2011-07-01,7335,0,1,34875,9,2,0,0,0,26
1,2011-01-14,8075,0,1,34875,3,2,0,0,0,2
1,2011-01-21,8109,0,1,34875,7,3,0,0,0,3
1,2011-01-28,8021,0,1,34875,6,3,0,0,0,4
1,2011-04-02,9819,0,1,34875,5,2,0,0,0,13
1,2011-11-02,13407,1,1,34875,3,3,0,0,0,44
1,2011-02-18,16778,0,1,34875,14,3,0,0,0,7
1,2011-02-25,9676,0,1,34875,17,3,0,0,0,8
1,2011-04-03,8743,0,1,34875,15,3,0,0,0,13
1,2011-11-03,8702,0,1,34875,13,3,0,0,0,44
1,2011-03-18,8615,0,1,34875,17,3,0,0,0,11
1,2011-03-25,8809,0,1,34875,21,3,0,0,0,12
1,2011-01-04,9287,0,1,34875,16,3,0,0,0,1
1,2011-08-04,9381,0,1,34875,20,3,0,0,0,31
1,2011-04-15,12239,0,1,34875,22,3,0,0,0,15
1,2011-04-22,18238,0,1,34875,23,3,0,0,0,16
1,2011-04-29,12830,0,1,34875,23,3,0,0,0,17
1,2011-06-05,8751,0,1,34875,19,3,0,0,0,22
1,2011-05-13,7871,0,1,34875,25,3,0,0,0,19
1,2011-05-20,8169,0,1,34875,21,3,0,0,0,20
1,2011-05-27,7901,0,1,34875,26,3,0,0,0,21
1,2011-03-06,8175,0,1,34875,28,3,0,0,0,9
1,2011-10-06,8170,0,1,34875,28,3,0,0,0,40
1,2011-06-17,8157,0,1,34875,30,3,0,0,0,24
1,2011-06-24,8392,0,1,34875,29,3,0,0,0,25
1,2011-01-07,8073,0,1,34875,29,3,0,0,0,1
1,2011-08-07,7588,0,1,34875,30,3,0,0,0,31
1,2011-07-15,7932,0,1,34875,31,3,0,0,0,28
1,2011-07-22,8268,0,1,34875,30,3,0,0,0,29
1,2011-07-29,8110,0,1,34875,31,3,0,0,0,30
1,2011-05-08,7979,0,1,34875,32,3,0,0,0,18
1,2011-12-08,7181,0,1,34875,32,3,0,0,0,49
1,2011-08-19,7521,0,1,34875,31,3,0,0,0,33
1,2011-08-26,7491,0,1,34875,31,3,0,0,0,34
1,2011-02-09,8646,0,1,34875,32,3,0,0,0,6
1,2011-09-09,8637,1,1,34875,26,3,0,0,0,36
1,2011-09-16,8401,0,1,34875,28,3,0,0,0,37
1,2011-09-23,9537,0,1,34875,25,3,0,0,0,38
1,2011-09-30,9078,0,1,34875,27,3,0,0,0,39
1,2011-07-10,10038,0,1,34875,22,3,0,0,0,27
1,2011-10-14,10269,0,1,34875,22,3,0,0,0,41
1,2011-10-21,10682,0,1,34875,19,3,0,0,0,42
1,2011-10-28,12507,0,1,34875,20,3,0,0,0,43
1,2011-04-11,15399,0,1,34875,13,3,0,0,0,15
1,2011-11-11,8610,0,1,34875,15,3,1943,60,757,45
1,2011-11-18,8626,0,1,34875,17,3,116,95,295,46
1,2011-11-25,9770,1,1,34875,16,3,7,29333,8,47
1,2011-02-12,11761,0,1,34875,10,3,4,658,901,6
1,2011-09-12,12086,0,1,34875,6,3,0,83,523,37
1,2011-12-16,15344,0,1,34875,12,3,0,78,319,50
1,2011-12-23,17702,0,1,34875,10,3,0,427,0,51
1,2011-12-30,10107,1,1,34875,7,3,17079,72,162,52
1,2012-06-01,8092,0,1,34875,10,3,6733,35,621,22
1,2012-01-13,9077,0,1,34875,9,3,3666,1,137,2
1,2012-01-20,8693,0,1,34875,12,3,2100,0,132,3
1,2012-01-27,9485,0,1,34875,12,3,969,0,12,4
1,2012-03-02,10252,0,1,34875,14,3,1349,23,14928,9
1,2012-10-02,12558,1,1,34875,9,3,2725,1,3682,40
1,2012-02-17,16925,0,1,34875,9,3,1958,1,2662,7
1,2012-02-24,8987,0,1,34875,14,3,1407,0,145,8
1,2012-02-03,9930,0,1,34875,15,3,123,1,3063,5
1,2012-09-03,9739,1,1,34875,14,3,51,2,109,36
1,2012-03-16,10612,0,1,34875,17,3,30,2,585,11
1,2012-03-23,11845,0,1,34875,18,3,32,5,210,12
1,2012-03-30,12374,0,1,34875,19,3,25,2,322,13
1,2012-06-04,21004,0,1,34875,21,3,0,6,1489,23
1,2012-04-13,13402,0,1,34875,21,3,758,0,206,15
1,2012-04-20,8719,0,1,34875,19,3,225,3,247,16
1,2012-04-27,9415,0,1,34875,20,3,0,5,33,17
1,2012-04-05,9319,0,1,34875,25,3,0,83,1183,14
1,2012-11-05,8470,0,1,34875,23,3,0,42,709,45
1,2012-05-18,9179,0,1,34875,21,3,0,65,243,20
1,2012-05-25,9167,0,1,34875,25,3,0,431,225,21
1,2012-01-06,9442,0,1,34875,26,3,0,41,393,1
1,2012-08-06,8904,0,1,34875,27,3,0,0,231,32
1,2012-06-15,8972,0,1,34875,27,3,0,0,570,24
1,2012-06-22,9177,0,1,34875,26,3,8,0,677,25
1,2012-06-29,9103,0,1,34875,30,3,12,0,113,26
1,2012-06-07,9215,0,1,34875,27,3,2,52,914,23
1,2012-07-13,9323,0,1,34875,27,3,1,12,889,28
1,2012-07-20,9513,0,1,34875,27,3,13,3,278,29
1,2012-07-27,9303,0,1,34875,29,3,7,0,3104,30
1,2012-03-08,9349,0,1,34875,30,3,14,0,3640,10
1,2012-10-08,8631,0,1,34875,30,3,15,0,1687,41
1,2012-08-17,9279,0,1,34875,30,3,-10,2,1955,33
1,2012-08-24,9106,0,1,34875,26,3,68,4,627,34
1,2012-08-31,9680,0,1,34875,29,3,49,13,2799,35
1,2012-07-09,9584,1,1,34875,30,3,1,9,968,28
1,2012-09-14,10021,0,1,34875,24,3,4,4,1354,37
1,2012-09-21,10956,0,1,34875,21,3,5,1,83,38
1,2012-09-28,10267,0,1,34875,25,3,0,0,425,39
1,2012-05-10,11328,0,1,34875,21,3,0,6,1121,19
1,2012-12-10,11631,0,1,34875,19,3,0,4,453,50
1,2012-10-19,11093,0,1,34875,20,3,0,0,0,42
1,2012-10-26,12774,0,1,34875,22,3,1,0,133,43
2,2010-05-02,11955,0,1,34875,4,2,0,0,0,17
2,2010-12-02,11794,1,1,34875,4,2,0,0,0,48
2,2010-02-19,11707,0,1,34875,5,2,0,0,0,7
2,2010-02-26,11452,0,1,34875,8,2,0,0,0,8
