Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,19611,0,0,207499,7,2,0,0,0,17
1,2010-12-02,39996,1,0,207499,8,2,0,0,0,48
1,2010-02-19,25294,0,0,207499,9,2,0,0,0,7
1,2010-02-26,14342,0,0,207499,11,2,0,0,0,8
1,2010-05-03,16181,0,0,207499,12,2,0,0,0,18
1,2010-12-03,17196,0,0,207499,17,2,0,0,0,48
1,2010-03-19,17434,0,0,207499,16,2,0,0,0,11
1,2010-03-26,19715,0,0,207499,14,2,0,0,0,12
1,2010-02-04,54900,0,0,207499,18,2,0,0,0,5
1,2010-09-04,38869,0,0,207499,20,2,0,0,0,35
1,2010-04-16,12637,0,0,207499,19,2,0,0,0,15
1,2010-04-23,13019,0,0,207499,20,2,0,0,0,16
1,2010-04-30,12139,0,0,207499,21,2,0,0,0,17
1,2010-07-05,13989,0,0,207499,24,2,0,0,0,27
1,2010-05-14,14282,0,0,207499,25,2,0,0,0,19
1,2010-05-21,13937,0,0,207499,24,2,0,0,0,20
1,2010-05-28,12745,0,0,207499,26,2,0,0,0,21
1,2010-04-06,14271,0,0,207499,26,2,0,0,0,14
1,2010-11-06,13472,0,0,207499,28,2,0,0,0,44
1,2010-06-18,13397,0,0,207499,28,2,0,0,0,24
1,2010-06-25,12464,0,0,207499,29,2,0,0,0,25
1,2010-02-07,12998,1,0,207499,28,2,0,0,0,5
1,2010-09-07,13428,0,0,207499,28,2,0,0,0,36
1,2010-07-16,14109,0,0,207499,29,2,0,0,0,28
1,2010-07-23,13866,0,0,207499,29,2,0,0,0,29
1,2010-07-30,13168,0,0,207499,28,2,0,0,0,30
1,2010-06-08,12631,0,0,207499,30,2,0,0,0,23
1,2010-08-13,14765,0,0,207499,30,2,0,0,0,32
1,2010-08-20,12132,0,0,207499,31,2,0,0,0,33
1,2010-08-27,12150,0,0,207499,30,2,0,0,0,34
1,2010-03-09,12879,0,0,207499,29,2,0,0,0,10
1,2010-10-09,14611,1,0,207499,27,2,0,0,0,40
1,2010-09-17,15278,0,0,207499,28,2,0,0,0,37
1,2010-09-24,14635,0,0,207499,25,2,0,0,0,38
1,2010-01-10,14359,0,0,207499,23,2,0,0,0,1
1,2010-08-10,18290,0,0,207499,20,2,0,0,0,32
1,2010-10-15,20706,0,0,207499,21,2,0,0,0,41
