Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,8970,0,1,70713,-11,2,0,0,0,17
1,2010-12-02,14026,1,1,70713,-3,2,0,0,0,48
1,2010-02-19,12477,0,1,70713,-2,2,0,0,0,7
1,2010-02-26,8602,0,1,70713,-3,2,0,0,0,8
1,2010-05-03,9541,0,1,70713,2,2,0,0,0,18
1,2010-12-03,9538,0,1,70713,-2,2,0,0,0,48
1,2010-03-19,11725,0,1,70713,-1,2,0,0,0,11
1,2010-03-26,11452,0,1,70713,-4,2,0,0,0,12
1,2010-02-04,20518,0,1,70713,3,2,0,0,0,5
1,2010-09-04,13658,0,1,70713,0,2,0,0,0,35
1,2010-04-16,6891,0,1,70713,5,2,0,0,0,15
1,2010-04-23,5903,0,1,70713,6,2,0,0,0,16
1,2010-04-30,6584,0,1,70713,3,2,0,0,0,17
1,2010-07-05,6725,0,1,70713,4,2,0,0,0,27
1,2010-05-14,6612,0,1,70713,5,2,0,0,0,19
1,2010-05-21,6972,0,1,70713,8,2,0,0,0,20
1,2010-05-28,6321,0,1,70713,12,2,0,0,0,21
1,2010-04-06,6553,0,1,70713,12,2,0,0,0,14
1,2010-11-06,6462,0,1,70713,17,2,0,0,0,44
1,2010-06-18,6624,0,1,70713,11,2,0,0,0,24
1,2010-06-25,7608,0,1,70713,15,2,0,0,0,25
1,2010-02-07,9742,1,1,70713,16,2,0,0,0,5
1,2010-09-07,8616,0,1,70713,14,2,0,0,0,36
1,2010-07-16,7868,0,1,70713,16,2,0,0,0,28
1,2010-07-23,7053,0,1,70713,18,2,0,0,0,29
1,2010-07-30,7809,0,1,70713,18,2,0,0,0,30
1,2010-06-08,8147,0,1,70713,16,2,0,0,0,23
1,2010-08-13,7815,0,1,70713,15,2,0,0,0,32
1,2010-08-20,7368,0,1,70713,15,2,0,0,0,33
1,2010-08-27,7240,0,1,70713,14,2,0,0,0,34
1,2010-03-09,7240,0,1,70713,9,2,0,0,0,10
1,2010-10-09,8168,1,1,70713,9,2,0,0,0,40
1,2010-09-17,7657,0,1,70713,9,2,0,0,0,37
1,2010-09-24,8507,0,1,70713,8,2,0,0,0,38
1,2010-01-10,7713,0,1,70713,9,2,0,0,0,1
1,2010-08-10,8420,0,1,70713,6,2,0,0,0,32
1,2010-10-15,9685,0,1,70713,2,2,0,0,0,41
1,2010-10-22,9491,0,1,70713,2,2,0,0,0,42
1,2010-10-29,14476,0,1,70713,1,2,0,0,0,43
1,2010-05-11,12744,0,1,70713,9,2,0,0,0,19
1,2010-12-11,6836,0,1,70713,-5,2,0,0,0,49
1,2010-11-19,7683,0,1,70713,-3,2,0,0,0,46
1,2010-11-26,8691,1,1,70713,-7,2,0,0,0,47
1,2010-03-12,9757,0,1,70713,-5,2,0,0,0,10
1,2010-10-12,12770,0,1,70713,-4,2,0,0,0,41
