Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,Week
1,2010-05-02,16181,0,0,155078,1,2,0,0,0,17
1,2010-12-02,34262,1,0,155078,0,2,0,0,0,48
1,2010-02-19,22319,0,0,155078,3,2,0,0,0,7
1,2010-02-26,11722,0,0,155078,3,2,0,0,0,8
1,2010-05-03,12979,0,0,155078,7,2,0,0,0,18
1,2010-12-03,12305,0,0,155078,9,2,0,0,0,48
1,2010-03-19,12520,0,0,155078,8,2,0,0,0,11
1,2010-03-26,15764,0,0,155078,8,2,0,0,0,12
1,2010-02-04,36979,0,0,155078,15,2,0,0,0,5
1,2010-09-04,25305,0,0,155078,15,2,0,0,0,35
1,2010-04-16,10141,0,0,155078,17,2,0,0,0,15
1,2010-04-23,9827,0,0,155078,13,2,0,0,0,16
1,2010-04-30,10534,0,0,155078,16,2,0,0,0,17
1,2010-07-05,11278,0,0,155078,17,2,0,0,0,27
1,2010-05-14,11729,0,0,155078,16,2,0,0,0,19
1,2010-05-21,10456,0,0,155078,18,2,0,0,0,20
1,2010-05-28,10495,0,0,155078,23,2,0,0,0,21
1,2010-04-06,10766,0,0,155078,24,2,0,0,0,14
1,2010-11-06,10558,0,0,155078,27,2,0,0,0,44
1,2010-06-18,10715,0,0,155078,25,2,0,0,0,24
1,2010-06-25,10746,0,0,155078,27,2,0,0,0,25
1,2010-02-07,10927,1,0,155078,23,2,0,0,0,5
1,2010-09-07,10967,0,0,155078,22,2,0,0,0,36
1,2010-07-16,10173,0,0,155078,25,2,0,0,0,28
1,2010-07-23,9393,0,0,155078,25,2,0,0,0,29
1,2010-07-30,9313,0,0,155078,24,2,0,0,0,30
1,2010-06-08,10360,0,0,155078,26,2,0,0,0,23
1,2010-08-13,10403,0,0,155078,26,2,0,0,0,32
1,2010-08-20,10176,0,0,155078,26,2,0,0,0,33
1,2010-08-27,10129,0,0,155078,23,2,0,0,0,34
1,2010-03-09,11306,0,0,155078,24,2,0,0,0,10
1,2010-10-09,12137,1,0,155078,23,2,0,0,0,40
1,2010-09-17,13635,0,0,155078,24,2,0,0,0,37
1,2010-09-24,14030,0,0,155078,22,2,0,0,0,38
1,2010-01-10,15638,0,0,155078,20,2,0,0,0,1
1,2010-08-10,17640,0,0,155078,17,2,0,0,0,32
1,2010-10-15,16571,0,0,155078,16,2,0,0,0,41
1,2010-10-22,19215,0,0,155078,17,2,0,0,0,42
1,2010-10-29,28961,0,0,155078,14,2,0,0,0,43
1,2010-05-11,24364,0,0,155078,13,2,0,0,0,19
1,2010-12-11,11546,0,0,155078,12,2,0,0,0,49
1,2010-11-19,11884,0,0,155078,6,2,0,0,0,46
1,2010-11-26,13377,1,0,155078,10,2,0,0,0,47
1,2010-03-12,16681,0,0,155078,6,2,0,0,0,10
1,2010-10-12,22042,0,0,155078,5,2,0,0,0,41
1,2010-12-17,33730,0,0,155078,7,2,0,0,0,50
1,2010-12-24,30074,0,0,155078,7,2,0,0,0,51
1,2010-12-31,10178,1,0,155078,5,2,0,0,0,52
1,2011-07-01,9166,0,0,155078,2,2,0,0,0,26
1,2011-01-14,12198,0,0,155078,0,2,0,0,0,2
1,2011-01-21,12329,0,0,155078,5,3,0,0,0,3
1,2011-01-28,13052,0,0,155078,4,3,0,0,0,4
1,2011-04-02,14479,0,0,155078,-4,2,0,0,0,13
1,2011-11-02,28054,1,0,155078,-2,3,0,0,0,44
1,2011-02-18,35184,0,0,155078,10,3,0,0,0,7
1,2011-02-25,12309,0,0,155078,10,3,0,0,0,8
1,2011-04-03,13304,0,0,155078,11,3,0,0,0,13
1,2011-11-03,13454,0,0,155078,9,3,0,0,0,44
1,2011-03-18,13328,0,0,155078,13,3,0,0,0,11
1,2011-03-25,13420,0,0,155078,15,3,0,0,0,12
1,2011-01-04,13644,0,0,155078,9,3,0,0,0,1
1,2011-08-04,15975,0,0,155078,18,3,0,0,0,31
1,2011-04-15,18562,0,0,155078,17,3,0,0,0,15
1,2011-04-22,33591,0,0,155078,18,3,0,0,0,16
1,2011-04-29,22609,0,0,155078,16,3,0,0,0,17
1,2011-06-05,10413,0,0,155078,14,3,0,0,0,22
1,2011-05-13,9817,0,0,155078,22,3,0,0,0,19
1,2011-05-20,8579,0,0,155078,18,3,0,0,0,20
1,2011-05-27,8140,0,0,155078,22,3,0,0,0,21
1,2011-03-06,9182,0,0,155078,27,3,0,0,0,9
1,2011-10-06,8570,0,0,155078,27,3,0,0,0,40
1,2011-06-17,9379,0,0,155078,29,3,0,0,0,24
1,2011-06-24,8113,0,0,155078,28,3,0,0,0,25
1,2011-01-07,8662,0,0,155078,30,3,0,0,0,1
1,2011-08-07,9205,0,0,155078,28,3,0,0,0,31
1,2011-07-15,9548,0,0,155078,29,3,0,0,0,28
1,2011-07-22,8291,0,0,155078,29,3,0,0,0,29
1,2011-07-29,10101,0,0,155078,30,3,0,0,0,30
1,2011-05-08,10291,0,0,155078,29,3,0,0,0,18
1,2011-12-08,10151,0,0,155078,30,3,0,0,0,49
1,2011-08-19,9979,0,0,155078,28,3,0,0,0,33
1,2011-08-26,8420,0,0,155078,29,3,0,0,0,34
1,2011-02-09,11143,0,0,155078,29,3,0,0,0,6
1,2011-09-09,11169,1,0,155078,20,3,0,0,0,36
1,2011-09-16,13652,0,0,155078,20,3,0,0,0,37
1,2011-09-23,13417,0,0,155078,20,3,0,0,0,38
1,2011-09-30,12892,0,0,155078,22,3,0,0,0,39
1,2011-07-10,15397,0,0,155078,19,3,0,0,0,27
1,2011-10-14,16662,0,0,155078,16,3,0,0,0,41
1,2011-10-21,17678,0,0,155078,15,3,0,0,0,42
1,2011-10-28,24531,0,0,155078,13,3,0,0,0,43
1,2011-04-11,35991,0,0,155078,9,3,0,0,0,15
1,2011-11-11,12746,0,0,155078,10,3,4538,541,1407,45
1,2011-11-18,11044,0,0,155078,10,3,114,166,868,46
1,2011-11-25,12495,1,0,155078,9,3,320,45968,110,47
1,2011-02-12,15608,0,0,155078,4,3,286,1464,1192,6
1,2011-09-12,20676,0,0,155078,0,3,36,346,1791,37
1,2011-12-16,29046,0,0,155078,4,3,34,326,169,50
1,2011-12-23,36655,0,0,155078,3,3,0,891,14,51
1,2011-12-30,15959,1,0,155078,2,3,36381,164,178,52
1,2012-06-01,11001,0,0,155078,6,3,26001,96,500,22
1,2012-01-13,12172,0,0,155078,2,3,12764,15,299,2
1,2012-01-20,12652,0,0,155078,8,3,1055,9,411,3
1,2012-01-27,14072,0,0,155078,7,3,730,15,30,4
1,2012-03-02,14684,0,0,155078,7,3,1412,83,18723,9
1,2012-10-02,23263,1,0,155078,2,3,3298,32,6530,40
1,2012-02-17,48385,0,0,155078,3,3,10723,10,1546,7
1,2012-02-24,13457,0,0,155078,7,3,4960,1,2441,8
1,2012-02-03,12947,0,0,155078,10,3,1000,0,5819,5
1,2012-09-03,13196,1,0,155078,9,3,269,2,509,36
1,2012-03-16,12939,0,0,155078,13,3,501,6,1078,11
1,2012-03-23,14457,0,0,155078,11,3,499,2,403,12
1,2012-03-30,19095,0,0,155078,19,3,121,0,375,13
1,2012-06-04,38908,0,0,155078,16,3,0,27,2101,23
1,2012-04-13,25470,0,0,155078,18,3,4689,4,940,15
1,2012-04-20,10421,0,0,155078,17,3,2105,4,1768,16
1,2012-04-27,8981,0,0,155078,21,3,1,2,15,17
1,2012-04-05,9787,0,0,155078,23,3,0,260,3338,14
